500,예외처리,븝미,지금부터 게임을 시작하도록 하는거시와요~하와와~,0,0_0_55
501,예외처리,븝미,살든지 죽든지 선택은 오빠얌 몫인거시와요~ 호에에엥~,0,0_0_56
502,예외처리,븝미,오빠얌은 죽든지 아니면 호에엥 하는거시와요~,0,0_0_57
503,예외처리,주인공,그게 머야…무서워…,0,0_0_58
504,예외처리,븝미,GAME OVER,0,0_0_59
505,예외처리,븝미,사실 오빠얌은 그냥 YES or YES중 하나만 말하면 되는것이었는데 헤헤 ,0,0_0_60
506,예외처리,븝미,용서해라 오빠얌!,0,0_0_61
507,예외처리,븝미,지금부터 게임을 시작하도록 하는거시와요~하와와~,0,0_0_62
508,예외처리,븝미,살든지 죽든지 선택은 오빠얌 몫인거시와요~ 호에에엥~,0,0_0_63
509,예외처리,븝미,오빠얌은 죽든지 아니면 호에엥 하는거시와요~,0,0_0_64
510,예외처리,주인공,그게 머야…무서워…,0,0_0_65
511,예외처리,븝미,GAME OVER,0,0_0_66
512,예외처리,주인공,이거 옷이 잘못된거 같은데?,0,0_0_67
513,예외처리,븝미,하와와 오빠얌은 편견에 사로잡힌것이와요~호에엥,0,0_0_68
514,예외처리,븝미,우리 모두 함께 호에엥 하는것이와요~ 호에엥~,0,0_0_69
515,예외처리,븝미,그래도 오빠얌이 좋다고 했으니 기분이가~ 좋은걸~하와와,0,0_0_70
516,예외처리,븝미,쳇… 븝미는 실망한것이와요.....,0,0_0_71
517,예외처리,븝미,오빠얌한테는 이제 븝퀴를 내지 않을것이와요~하와와~,0,0_0_72
518,예외처리,주인공,어떤 옷인데? 한번 보여만 줘,0,0_0_73
519,예외처리,븝미,제가 입고 있는 옷이랍니다~ 호에에엥~,0,0_0_74
520,예외처리,븝미,세상은 그렇게 호락호락 하지않은것이와요~ 호에엥~,0,0_0_75
521,예외처리,븝미,오빠얌 들어올땐 맘대로지만 나갈떈 아닌것이와요~호에엥~,0,0_0_76
522,예외처리,주인공,제발…ㅅ…ㅏ..ㄹ..려..줘..,0,0_0_77
523,예외처리,븝미,오빠얌이 그런..취향이란건 알았지만…,0,0_0_78
524,예외처리,븝미,븝미쟝은 그런 오빠얌이라도 이해하는것이와요~ 하와와~,0,0_0_79
525,예외처리,주인공,어?,0,0_0_80
526,예외처리,븝미,븝미쟝 고민이 있는거시와요~,0,0_0_81
527,예외처리,븝미,븝미쟝 민트초코랑 초코중에 뭐 먹을지 참 고민이되는거시와요~,0,0_0_82
528,예외처리,주인공,당연히 민트초코지!!,0,0_0_83
529,예외처리,븝미,역시 오빠얌은 나 븝미를 이을수 있는 수제자인 거시와요 호에엥~,0,0_0_84
